frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,239588.220940,228738.000000,81.645576
4,407039.255466,297601.000000,51.845926
8,109409.956060,68037.000000,1588.414933
16,134738.761717,90632.000000,22.068076
32,183326.473538,162698.000000,1061.282243
64,427177.580882,289629.000000,6742.623303
128,650563.927187,310143.000000,526.353493
256,383046.867401,244135.000000,696.645534
512,523160.954626,311550.000000,1204.808284
1024,378039.273587,278321.000000,20463.796446
2048,424270.550156,214905.000000,28076.717757
4096,455983.467881,234711.000000,35152.996160
8192,183143.637927,102180.000000,38220.547288
16384,369175.626996,259886.000000,50668.435559
32768,505681.259497,259542.000000,353155.183797
65536,666875.756275,228535.000000,566190.965957
