frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,184319.370273,156575.000000,18.894444
4,553116.137835,285622.000000,37.416574
8,287263.654434,155281.000000,36.660606
16,528561.389952,305623.000000,114.192819
32,316588.770437,225481.000000,80.672176
64,161727.854246,97095.000000,346.495310
128,512460.758815,288534.000000,7323.168099
256,313256.824095,219328.000000,1766.441338
512,370767.119276,262479.000000,11385.623040
1024,453354.169513,210879.000000,20367.317300
2048,624307.321812,294151.000000,28527.869987
4096,508327.639416,290738.000000,34225.343738
8192,225136.105392,139408.000000,17945.451346
16384,713779.372271,240346.000000,442057.991523
32768,213714.950993,157030.000000,121154.425293
65536,300945.250502,100676.000000,297149.366292
