frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,114738.132471,65987.000000,13.928388
4,161372.915640,138374.000000,31.559468
8,64312.449720,38882.000000,40.311289
16,72281.120599,46301.000000,109.544512
32,153026.053602,138223.000000,212.741627
64,235137.591252,136308.000000,137.542721
128,185524.085485,157401.000000,13500.108814
256,144781.663642,87475.000000,5471.895375
512,118365.660176,104980.000000,6235.927758
1024,70783.990203,32737.000000,9354.897434
2048,82266.459107,51441.000000,10628.561850
4096,264547.994740,134346.000000,6277.268355
8192,209625.304892,132919.000000,45393.816154
16384,179953.875907,115114.000000,115272.188216
32768,282193.054723,245606.000000,259942.560834
65536,228176.507310,123786.000000,226649.311358
