frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,405090.062408,291870.000000,32.341923
4,237285.217791,215344.000000,50.318983
8,111479.204967,89791.000000,18.000000
16,423439.852453,280923.000000,109.663121
32,553067.157612,257428.000000,456.830384
64,256766.563491,135960.000000,1304.041027
128,410569.366740,237922.000000,1041.497480
256,541975.510821,262496.000000,2864.594387
512,302990.009649,201051.000000,201054.563716
1024,542702.471967,323819.000000,5765.003209
2048,290873.205419,231003.000000,28501.962511
4096,296851.993827,180198.000000,59448.102745
8192,420599.998401,263146.000000,73595.745719
16384,401388.741341,293282.000000,176017.530621
32768,254783.704383,117155.000000,204501.893913
65536,137299.674096,62515.000000,122400.331936
