frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,304463.069271,172229.000000,137.415429
4,231070.673046,116549.000000,429.455469
8,116983.273950,74324.000000,40.410395
16,173062.780661,86166.000000,109.886305
32,246266.025249,96369.000000,292.781488
64,271861.376718,187513.000000,1948.833497
128,441879.884818,204150.000000,378.212903
256,208335.751625,105923.000000,1825.816804
512,288762.024983,212944.000000,79076.983080
1024,277818.575914,248312.000000,12657.071146
2048,149116.066217,58888.000000,11145.533545
4096,220988.910045,72267.000000,141095.829375
8192,194701.816265,104043.000000,35767.184849
16384,733979.305898,223382.000000,435450.228740
32768,1078712.901329,211415.000000,962161.921931
65536,362418.106552,259065.000000,195997.151944
