frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,281475.806701,224565.000000,32.908965
4,83978.629049,51991.000000,109.767937
8,130929.617085,61926.000000,50.269275
16,270104.661489,152877.000000,210.575402
32,413062.084413,357498.000000,356.816479
64,63568.818111,40931.000000,169.100562
128,346688.633436,294264.000000,173.075128
256,298552.938284,282139.000000,5043.957573
512,109450.922271,56859.000000,1265.659512
1024,371451.588749,253041.000000,16824.772747
2048,326292.820768,235677.000000,75616.451920
4096,102496.249566,41402.000000,19865.470395
8192,179262.938515,110161.000000,51457.400401
16384,660070.738906,264641.000000,136912.553796
32768,562609.954551,297626.000000,228113.916969
65536,363319.258240,215941.000000,352590.116939
