frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,410549.760241,228615.000000,363.017906
4,133176.039343,94144.000000,81.197291
8,279433.070378,163731.000000,104.780723
16,110545.093478,61530.000000,31.288976
32,191334.156107,107264.000000,1151.009122
64,306538.264390,269015.000000,222.883378
128,487926.736760,299089.000000,272.932226
256,392136.354295,194543.000000,454.132139
512,319920.771389,230631.000000,6991.706015
1024,467269.382435,269089.000000,23606.365392
2048,354136.486182,152672.000000,74082.096204
4096,379655.302214,200575.000000,4423.023400
8192,341827.414936,138184.000000,112513.470709
16384,254149.700712,127702.000000,143122.237325
32768,296850.535401,115611.000000,28879.052201
65536,842701.313960,179172.000000,761843.571757
