frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,299517.066103,249355.000000,94.270886
4,231707.202471,181689.000000,334.953728
8,319602.844895,254394.000000,55.172457
16,138208.631529,83463.000000,84.728980
32,122107.230380,78694.000000,575.045216
64,220113.854480,189291.000000,185.197192
128,134452.877693,91192.000000,98.015305
256,205198.795669,165392.000000,25670.941023
512,305521.801798,267063.000000,267063.859698
1024,358422.125224,258008.000000,15861.948556
2048,240369.645613,186384.000000,2388.117459
4096,130537.364999,87263.000000,10942.956822
8192,403844.766298,290392.000000,239373.828707
16384,192858.493896,120956.000000,65634.589486
32768,496083.102776,247719.000000,234650.468595
65536,724899.547033,237313.000000,708389.739525
