coherence_time,L2_norm_flow_time
2,140619144.8276021
4,173141408.8386303
8,195382065.236278
16,207944799.6577255
32,190323887.6652075
64,160798367.30722088
128,160883363.3194127
256,111669114.0966245
512,153705948.7005096
1024,118057904.4305257
2048,174116436.9354189
4096,62572419.561685905
8192,305979685.3585286
16384,198642779.4836333
32768,139304818.6172803
65536,221532125.92151952
