mean_inter_arrival_time,L2_norm_flow_time
20.0,219585543.33410448
22.0,211125420.27631107
24.0,203474063.4885592
26.0,196189807.7209801
28.0,187624698.79176426
30.0,180299885.55651486
32.0,173129979.46305147
34.0,166107169.22295448
36.0,159178954.24517468
38.0,152122931.0644984
40.0,145156710.00130114
