mean_inter_arrival_time,L2_norm_flow_time
20.0,366862745.38078433
22.0,357626419.4332818
24.0,349276778.2506987
26.0,338973622.562471
28.0,330251728.8385978
30.0,320763975.5644385
32.0,313104588.2087902
34.0,303763242.8362014
36.0,294465001.13169545
38.0,287481235.71517164
40.0,279724454.40599865
