frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1646277.313522,242803.000000,72.180330
4,1770728.732292,284211.000000,358.967965
8,1434974.191082,283570.000000,195.496803
16,1861815.591684,301313.000000,279.248993
32,1573273.746824,256982.000000,3227.484624
64,2047623.866693,271594.000000,24209.925113
128,2954422.863340,303404.000000,10394.981337
256,3058086.684902,294645.000000,199722.692982
512,2186178.898277,256348.000000,197700.252236
1024,2795680.014486,292324.000000,830582.707569
2048,3438468.605055,291677.000000,366147.674943
4096,3021900.229343,293349.000000,570959.296165
8192,2270147.015420,254526.000000,450418.476042
16384,2442894.739720,238825.000000,236283.790836
32768,1576807.699118,271101.000000,292911.929146
65536,4600621.477191,284814.000000,2860355.907458
