frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1305965.360222,227090.000000,36.235342
4,1895982.820418,302943.000000,60718.414085
8,1611975.804765,304098.000000,87.372765
16,2165196.462472,292884.000000,24381.168799
32,2690694.605327,296440.000000,264331.122507
64,2584136.469305,283893.000000,65227.930015
128,2517593.105197,246826.000000,231894.115408
256,2354646.339840,297823.000000,85252.402424
512,3378849.782623,296658.000000,126711.100323
1024,3193736.390689,296226.000000,264571.440685
2048,4113186.937338,299611.000000,767685.017233
4096,1091915.711942,265695.000000,201745.778608
8192,1560521.857204,250243.000000,143013.820332
16384,3370954.415007,300037.000000,1515538.212052
32768,855758.992370,118249.000000,124763.312175
65536,1580220.491014,182395.000000,0.000000
