frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1281350.784606,288948.000000,1547.342884
4,1599677.637121,255494.000000,211.966979
8,1759523.335370,289161.000000,704.625432
16,2142677.766252,294232.000000,905.252451
32,1784107.759059,281699.000000,1450.986561
64,2531991.128016,276281.000000,370.975740
128,3242486.862170,299311.000000,235240.618948
256,2961411.161824,292737.000000,55485.026007
512,2388628.007235,299507.000000,642780.975156
1024,2577584.512491,294072.000000,306272.396435
2048,4054404.439969,302967.000000,916209.270362
4096,4272446.869851,297352.000000,1541081.969204
8192,3151032.194370,284836.000000,1854400.423849
16384,2875803.428317,247607.000000,1248877.255426
32768,2018330.132743,204228.000000,307409.271095
65536,5023238.686684,282984.000000,4338082.021215
