frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1831273.981243,277303.000000,72.131824
4,2418724.332319,296204.000000,117.838873
8,1480186.467532,296367.000000,32.908965
16,2310442.941282,297480.000000,183165.121795
32,2287722.551429,297154.000000,1930.548886
64,1851832.862103,256170.000000,14348.892257
128,2970971.392362,301892.000000,913.493295
256,2796719.547932,287846.000000,303310.420813
512,1037150.222023,267445.000000,143014.393157
1024,1904673.476011,295693.000000,220209.845493
2048,3096483.932268,301387.000000,1391405.326333
4096,2267717.051717,277039.000000,759435.329203
8192,1619934.605237,275549.000000,720370.182993
16384,1892713.292221,203301.000000,404334.535171
32768,1145552.064829,122606.000000,823520.285643
65536,1383628.541755,179220.000000,0.000000
