frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,2070065.700565,277946.000000,196.857817
4,1594562.186454,279911.000000,87483.126733
8,2017636.780364,229625.000000,105.275828
16,1353846.701786,261243.000000,16642.726790
32,1856552.565289,303594.000000,324.417940
64,2775469.552023,292954.000000,46993.179739
128,2444718.586936,301785.000000,41076.772390
256,2750685.466032,305740.000000,175040.492590
512,3599704.015730,305039.000000,671308.526799
1024,2804597.834089,294799.000000,334594.785769
2048,3036886.992183,278392.000000,187814.734715
4096,2629912.000718,232553.000000,951187.071185
8192,1400995.922994,243982.000000,645878.154771
16384,664518.589441,100282.000000,441749.863699
32768,3918830.125345,292595.000000,2864826.001706
65536,4296129.266288,300132.000000,3240613.981237
