frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1523852.203052,289390.000000,78.204859
4,1309776.831919,223339.000000,412.422114
8,1920637.751050,280916.000000,12335.338747
16,2844442.537318,298318.000000,244233.076267
32,2723274.376846,298442.000000,75540.923968
64,2711807.388487,295317.000000,40454.147983
128,2727228.198048,295934.000000,1657.102894
256,2715348.070475,288927.000000,250310.207027
512,2746556.120192,286909.000000,342182.379526
1024,2453492.765199,253579.000000,184482.690616
2048,3225933.249970,297474.000000,678939.358507
4096,2903922.612782,302360.000000,743237.711916
8192,4018405.296074,300368.000000,338716.770903
16384,2221252.859134,273252.000000,1251826.144549
32768,1190425.284264,106572.000000,584708.720750
65536,556731.322367,82842.000000,0.000000
