frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,687640.420997,129510.000000,204.017156
4,1925040.593019,295867.000000,157.534123
8,1495004.597923,287606.000000,359.265918
16,2056726.800360,297217.000000,91.902122
32,2736308.418038,290557.000000,83216.710005
64,2905646.585888,284999.000000,406.070191
128,2766791.752864,287806.000000,3469.593348
256,2310726.241506,292616.000000,260364.092809
512,3181698.757523,298511.000000,142367.268991
1024,3050322.682218,292290.000000,120700.935783
2048,1873443.497884,197741.000000,526214.825886
4096,2767634.070447,297624.000000,346924.955528
8192,2609430.543261,294559.000000,731805.172137
16384,2829272.768889,273405.000000,402293.761227
32768,4369827.033559,275455.000000,3106674.087078
65536,188920.414998,42274.000000,0.000000
