frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1067302.529670,176387.000000,130.464555
4,1126284.497532,224593.000000,164698.213053
8,2151562.952102,290412.000000,4441.891714
16,2368272.063649,292735.000000,198.277583
32,1835390.824645,239697.000000,411.575024
64,747178.799231,189475.000000,595.189046
128,2314142.256958,282270.000000,2269.984581
256,2966984.773127,299277.000000,447167.858527
512,2573968.021369,294831.000000,229584.088031
1024,2230753.973786,300748.000000,295818.371411
2048,2341663.827997,261179.000000,179551.324153
4096,3061339.076998,305863.000000,774863.643286
8192,731253.678375,157974.000000,28394.529526
16384,2015181.107187,241036.000000,822129.908171
32768,951382.916733,108386.000000,758801.875504
65536,4687863.677641,234614.000000,3559692.546712
