frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1642696.503878,245919.000000,7603.068920
4,2242487.761285,297793.000000,64.078077
8,1686637.159629,299691.000000,1948.730099
16,1644423.880950,261555.000000,101.311401
32,2618546.347306,289981.000000,53954.310699
64,2902507.676329,277335.000000,144143.151579
128,3159348.875928,291924.000000,137854.921051
256,2723579.076544,296115.000000,137277.256620
512,3038410.523213,301621.000000,250408.673927
1024,2548553.069018,279141.000000,39223.838555
2048,2485305.350005,271943.000000,171564.069735
4096,2606673.908411,288010.000000,363119.233853
8192,1443339.146201,153698.000000,657349.520156
16384,2145395.249269,215670.000000,469539.976099
32768,1124748.655324,82404.000000,367419.478062
65536,2872144.585100,196860.000000,2794711.400369
