frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1597694.914123,247619.000000,207.002415
4,1389384.820401,249126.000000,75.874897
8,1398500.623370,279613.000000,50633.549372
16,1702621.866090,280368.000000,1433.725915
32,2372356.254773,300911.000000,14692.202592
64,2422996.872338,302834.000000,295384.367625
128,2795657.492240,300581.000000,259738.321516
256,3146849.734611,291320.000000,167268.990883
512,2545539.293389,268612.000000,370979.952764
1024,2932125.193069,303828.000000,734028.135728
2048,3102492.339371,303488.000000,405227.578069
4096,1239429.854736,257655.000000,509843.738613
8192,2409207.587872,301272.000000,463822.398500
16384,2032847.663805,245304.000000,968425.942705
32768,983980.144553,99153.000000,707876.494154
65536,2678845.544680,273358.000000,0.000000
