frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,2029322.545749,289347.000000,746.767032
4,1527259.847001,250050.000000,11741.206539
8,2632393.066159,297687.000000,8732.597666
16,1526462.847181,282682.000000,267.456539
32,1777754.247306,269505.000000,260043.418713
64,2855110.614037,292075.000000,116339.985624
128,2819999.695228,304631.000000,1768.375808
256,2946667.973602,286379.000000,325289.911350
512,2912959.217793,297268.000000,96662.658871
1024,3076394.045602,301887.000000,911923.252543
2048,2820957.331382,260252.000000,408247.383280
4096,2467093.173531,292757.000000,577301.772394
8192,2798178.801709,290294.000000,1456513.139550
16384,1896651.919198,192399.000000,1137959.544097
32768,595188.887069,102769.000000,0.000000
65536,3310282.172433,238416.000000,2451164.020854
