frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,2173884.938985,295613.000000,57.982756
4,904301.960944,185098.000000,766.214722
8,1581262.051777,296654.000000,179.145193
16,1363398.356797,261199.000000,123.417989
32,2292465.376276,278936.000000,329.877250
64,2498473.806727,298935.000000,141289.019184
128,2309350.070105,299358.000000,10126.085818
256,3154463.479890,304359.000000,228454.936852
512,3086776.771350,299589.000000,119042.414521
1024,3579948.039423,301208.000000,648626.367901
2048,1348761.406470,277126.000000,424977.895166
4096,2482844.202833,301280.000000,178479.828275
8192,2597977.637905,248806.000000,64020.011848
16384,3762686.571276,282577.000000,3002185.062204
32768,3885011.958781,291351.000000,2579092.790822
65536,3074080.630290,289643.000000,1213257.109007
