frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1671621.848228,296543.000000,68.629440
4,1971880.711286,296760.000000,8850.605234
8,1749971.825216,303920.000000,145.396011
16,2482400.466288,290743.000000,3346.452898
32,2750389.083890,296131.000000,144.989655
64,2700689.869588,287583.000000,3313.119376
128,2332356.306497,288408.000000,41667.922038
256,2716013.760352,298961.000000,15354.027126
512,3289733.530875,300609.000000,539225.317145
1024,2305180.741891,281375.000000,598272.857538
2048,1534088.203452,190975.000000,148664.839774
4096,3155498.647589,287390.000000,522527.815626
8192,2297241.934712,303293.000000,515373.039713
16384,2787435.494584,237700.000000,1033774.218130
32768,4337506.863560,273048.000000,2898712.647630
65536,2258239.045293,136206.000000,2220782.754274
