frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1985893.286142,299659.000000,127.726270
4,1827866.607153,303352.000000,128.046866
8,2148745.512658,298650.000000,122.837291
16,1768631.543323,290544.000000,109.091705
32,2880758.344369,303377.000000,686.619982
64,2374626.964553,276981.000000,3449.309496
128,2430392.523344,297092.000000,243931.481906
256,3419890.767810,296465.000000,362574.800146
512,3170101.812744,297905.000000,470688.719011
1024,3108594.481132,294351.000000,181005.070780
2048,2969253.213888,279253.000000,342764.829622
4096,3215978.631623,304331.000000,1084324.619834
8192,3707392.128582,305280.000000,1237100.110592
16384,2107916.760708,154480.000000,1758550.050832
32768,508641.224295,68281.000000,255442.851525
65536,2475939.339158,256978.000000,0.000000
