frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1578161.925998,256854.000000,564.004433
4,2443905.409732,299327.000000,1147.615354
8,2297098.391964,287809.000000,238.794891
16,1347262.861224,238889.000000,269.451294
32,2529839.323547,284070.000000,773.166218
64,2733408.949903,293902.000000,284530.222266
128,2252152.970599,294543.000000,244255.865023
256,3389227.395580,299834.000000,69872.286395
512,3169713.585125,302338.000000,382513.951678
1024,2641208.248726,261776.000000,622491.613244
2048,3854665.169426,302316.000000,1111255.845450
4096,1825017.890023,249616.000000,578484.073632
8192,4068933.078791,272740.000000,2544971.860492
16384,1976148.642375,175679.000000,1613304.783603
32768,1528073.629185,130038.000000,1321470.856233
65536,4782547.261026,301156.000000,3913644.488485
