frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,468022.073133,113734.000000,105.152271
4,1315702.224320,297690.000000,77.807455
8,1882128.350343,283508.000000,84.178382
16,2164957.112594,299970.000000,244.926520
32,2335764.496738,296888.000000,252748.055543
64,2331373.622690,302203.000000,3052.439025
128,2243833.342466,295759.000000,59568.154193
256,2177373.085448,301719.000000,76971.123618
512,3119649.393864,286309.000000,610226.317212
1024,2473532.626138,298104.000000,701662.237967
2048,2856068.174305,297208.000000,530710.842435
4096,1645555.609655,143521.000000,1195700.531108
8192,1801878.796518,210892.000000,960889.328033
16384,1327830.600367,173953.000000,709752.024921
32768,3928591.115757,242951.000000,3601796.699230
65536,5115108.423226,303752.000000,4169809.533538
