frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,2185874.919910,262507.000000,79.404030
4,2609601.383885,299808.000000,117.813412
8,1626446.165696,255963.000000,166.559299
16,1820103.723025,281248.000000,64.498062
32,2655967.217578,282338.000000,3491.450701
64,2391710.401003,298281.000000,1196.399181
128,2736144.222754,278025.000000,565.266309
256,2199459.489548,296455.000000,19541.159433
512,2972571.309498,297001.000000,437591.845279
1024,2269061.057676,297703.000000,329892.058772
2048,1794986.714644,244196.000000,74864.457508
4096,2472629.028297,274583.000000,342705.748321
8192,3929468.611537,299260.000000,1965322.065811
16384,4726806.668542,293241.000000,1425553.590125
32768,3797763.688265,212607.000000,3616123.029038
65536,972290.767185,78064.000000,957098.273756
