frequency,Dynamic_BAL_njobs100_mode0_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time,Dynamic_BAL_njobs100_mode16_L2_norm_flow_time,Dynamic_BAL_njobs100_mode0_maximum_flow_time,Dynamic_BAL_njobs100_mode1_maximum_flow_time,Dynamic_BAL_njobs100_mode2_maximum_flow_time,Dynamic_BAL_njobs100_mode4_maximum_flow_time,Dynamic_BAL_njobs100_mode8_maximum_flow_time,Dynamic_BAL_njobs100_mode16_maximum_flow_time
1024,15184528.073347,14517104.865292,14685916.571669,14648652.073697,15044994.102280,15184528.073347,557411.000000,463352.000000,485268.000000,485268.000000,283581.000000,557411.000000
128,13896716.475328,13666418.499410,13670191.229501,13683195.089468,13863552.423087,13896716.475328,539342.000000,481320.000000,263804.000000,263804.000000,513001.000000,539342.000000
16384,8703153.494573,9380385.600788,9323225.658142,9266498.825099,9132665.872129,8658625.554310,404446.000000,177527.000000,177527.000000,177527.000000,177527.000000,177527.000000
16,13638963.624266,13172795.665209,13224181.617765,13336193.667054,13463468.610029,13638963.624266,544420.000000,461969.000000,476146.000000,481183.000000,502634.000000,544420.000000
2048,12645512.379126,12817198.447115,12679278.129716,12581668.281033,12282413.849460,12456839.174440,509457.000000,238873.000000,238873.000000,238873.000000,423655.000000,445778.000000
256,14466560.410094,14077225.847913,14157961.630142,14140968.953226,14234165.267155,14466560.410094,552185.000000,481617.000000,486695.000000,486695.000000,506942.000000,552185.000000
2,13436942.674463,13110820.071075,13083256.436769,13035901.763102,13148931.113914,13436942.674463,534453.000000,478577.000000,478577.000000,249267.000000,478577.000000,534453.000000
32768,10143998.326452,10087371.823545,10222125.583926,10216234.816011,10139428.956705,9872851.983074,406621.000000,194113.000000,194113.000000,194113.000000,194113.000000,194113.000000
32,13595139.081737,13148887.339648,13201508.999340,13181412.529547,13324001.875551,13595139.081737,535754.000000,469548.000000,254412.000000,469548.000000,485418.000000,535754.000000
4096,10921980.657423,10714161.747858,10650159.274659,11170449.546718,10793885.758280,10578819.678797,425882.000000,326335.000000,326335.000000,198291.000000,198291.000000,216480.000000
4,13444103.367168,13201245.930697,13123313.680265,13160847.354597,13425972.656047,13444103.367168,543708.000000,477173.000000,252209.000000,256565.000000,520991.000000,543708.000000
512,13686314.094350,13128406.515651,13289932.792709,13524897.674268,13574484.921962,13686314.094350,535358.000000,461982.000000,486199.000000,502197.000000,508971.000000,535358.000000
64,14178473.437014,13824237.634615,13869201.415015,14028798.452661,13960066.825067,14178473.437014,540616.000000,495923.000000,498967.000000,268466.000000,279984.000000,540616.000000
65536,24715680.755659,24823988.969196,24824390.034686,24817805.826853,24805723.250103,24786069.000166,649967.000000,649967.000000,649967.000000,649967.000000,649967.000000,649967.000000
8192,13618275.437371,14348808.255240,14250454.368464,14082722.404894,13161385.351802,13564394.614009,547216.000000,275744.000000,275744.000000,275744.000000,420711.000000,470686.000000
8,13759086.094457,13414416.061724,13460966.636167,13308710.423503,13307078.580925,13759086.094457,550683.000000,485638.000000,485638.000000,477779.000000,485638.000000,550683.000000
