frequency,Dynamic_BAL_njobs25_mode0_L2_norm_flow_time,Dynamic_BAL_njobs25_mode1_L2_norm_flow_time,Dynamic_BAL_njobs25_mode2_L2_norm_flow_time,Dynamic_BAL_njobs25_mode4_L2_norm_flow_time,Dynamic_BAL_njobs25_mode8_L2_norm_flow_time,Dynamic_BAL_njobs25_mode16_L2_norm_flow_time,Dynamic_BAL_njobs25_mode0_maximum_flow_time,Dynamic_BAL_njobs25_mode1_maximum_flow_time,Dynamic_BAL_njobs25_mode2_maximum_flow_time,Dynamic_BAL_njobs25_mode4_maximum_flow_time,Dynamic_BAL_njobs25_mode8_maximum_flow_time,Dynamic_BAL_njobs25_mode16_maximum_flow_time
1024,13422601.592624,12876140.268437,12845444.623317,13373754.978819,12922624.576507,13036601.803480,504660.000000,414045.000000,414045.000000,254598.000000,434977.000000,452694.000000
128,13485874.868501,13043982.826761,13076469.196922,13157768.933993,13196048.804608,13204332.695110,539553.000000,450968.000000,463291.000000,473157.000000,254068.000000,254068.000000
16384,12050852.452365,12725785.060860,13043721.716383,13171779.588094,13125857.962721,13009618.235821,465086.000000,215538.000000,215538.000000,215538.000000,215538.000000,215538.000000
16,14023857.420879,13730986.821413,13678612.356807,13708085.076595,13738148.781757,13783500.539507,532326.000000,490998.000000,261598.000000,490998.000000,490998.000000,501065.000000
2048,14887957.913192,14116165.296786,14826508.741774,14797966.935138,14675611.745914,14590595.911565,554627.000000,439157.000000,276192.000000,276192.000000,276192.000000,276192.000000
256,13493899.145036,13001446.839269,12987565.803146,13012133.285796,13025443.018313,13127729.548665,529744.000000,441690.000000,441690.000000,445182.000000,450149.000000,467563.000000
2,13985213.054695,13608870.756210,13635313.966482,13665883.180996,13683221.501758,13710186.403833,538834.000000,479671.000000,479671.000000,479671.000000,487979.000000,491357.000000
32768,12270350.661867,11237134.505543,11636091.830260,11859923.498014,12101893.821010,12110815.364635,202498.000000,288749.000000,202498.000000,202498.000000,202498.000000,202498.000000
32,13425635.752554,13127247.917524,13120833.403983,13161386.340483,13167478.617155,13318762.202754,518926.000000,478483.000000,478483.000000,478483.000000,488111.000000,499435.000000
4096,15809405.714303,16543708.587855,16643120.020804,16588833.366690,16395885.437595,15665079.261585,569720.000000,306956.000000,306956.000000,306956.000000,306956.000000,503987.000000
4,13424888.405426,13099027.107014,13023881.235239,12949631.206904,13000196.707016,13002646.572218,539687.000000,475551.000000,470875.000000,464502.000000,470875.000000,470875.000000
512,14740808.329089,14592307.542268,14191256.398948,14256750.707674,14528852.899339,14602348.348673,556446.000000,277485.000000,461925.000000,476502.000000,277485.000000,277485.000000
64,13816927.857544,13415394.455402,13458224.692335,13417678.331379,13452545.056627,13486707.845369,545153.000000,476961.000000,476961.000000,476961.000000,476961.000000,488736.000000
65536,16164465.694026,16904055.591447,17628134.904530,17849049.349131,18172309.109123,18166630.811111,495045.000000,378429.000000,244064.000000,244064.000000,244064.000000,244064.000000
8192,10550964.865702,11250499.543533,11374528.689757,11407873.940460,11338406.242597,11364763.798217,443505.000000,209343.000000,209343.000000,209343.000000,209343.000000,209343.000000
8,13604404.020343,13304689.807555,13377269.521676,13330752.317781,13419621.631185,13378267.906597,541266.000000,479859.000000,496044.000000,479859.000000,501562.000000,496044.000000
