frequency,Dynamic_BAL_njobs50_mode0_L2_norm_flow_time,Dynamic_BAL_njobs50_mode1_L2_norm_flow_time,Dynamic_BAL_njobs50_mode2_L2_norm_flow_time,Dynamic_BAL_njobs50_mode4_L2_norm_flow_time,Dynamic_BAL_njobs50_mode8_L2_norm_flow_time,Dynamic_BAL_njobs50_mode16_L2_norm_flow_time,Dynamic_BAL_njobs50_mode0_maximum_flow_time,Dynamic_BAL_njobs50_mode1_maximum_flow_time,Dynamic_BAL_njobs50_mode2_maximum_flow_time,Dynamic_BAL_njobs50_mode4_maximum_flow_time,Dynamic_BAL_njobs50_mode8_maximum_flow_time,Dynamic_BAL_njobs50_mode16_maximum_flow_time
1024,14004856.268486,13490245.232038,13491635.407049,13586019.974084,13658828.924354,13728380.237120,525715.000000,428408.000000,428408.000000,455339.000000,461412.000000,486663.000000
128,13867783.065669,13525701.592918,13617549.040377,13640258.197121,13729819.332424,13803022.712670,543720.000000,481207.000000,487148.000000,487148.000000,502411.000000,516578.000000
16384,19534756.288990,20174477.368410,20648265.831510,20630616.367172,20355347.115329,19768373.493556,590337.000000,334074.000000,334074.000000,334074.000000,334074.000000,334074.000000
16,13829290.415048,13458057.133527,13504262.812194,13456128.302860,13520628.180549,13692168.981062,530348.000000,471157.000000,477360.000000,477360.000000,477360.000000,499797.000000
2048,13582588.966454,13479570.195082,12847097.847982,12840193.491227,12979523.860721,12909058.701718,535840.000000,257486.000000,427235.000000,442311.000000,467354.000000,460988.000000
256,14170484.902026,13710468.027823,13777491.703487,13838752.648014,13857608.806038,14099311.924856,556144.000000,472210.000000,484897.000000,489973.000000,497831.000000,523537.000000
2,13119103.506625,12660007.544475,12758108.227268,12792936.527493,12669689.873255,12787244.448223,541326.000000,467441.000000,477837.000000,477837.000000,467441.000000,477837.000000
32768,22218485.652087,22534452.454604,25947216.355762,26316227.037577,26201891.889605,25919503.937511,659735.000000,575101.000000,379703.000000,378330.000000,378330.000000,378330.000000
32,14430283.908991,14051259.943996,14090810.399324,14141777.957754,14215386.774033,14363469.385634,549157.000000,268301.000000,494610.000000,502714.000000,502714.000000,525797.000000
4096,16037073.619009,15633095.468660,18032172.196540,17838028.706056,17472719.914087,15631634.773068,546062.000000,456051.000000,295790.000000,295790.000000,295790.000000,501307.000000
4,13915818.515788,13654021.177646,13764556.796867,13743762.495957,13839895.596043,13887337.454919,553008.000000,481061.000000,509908.000000,509908.000000,516730.000000,522261.000000
512,14317636.228944,13863442.040568,13911585.054590,13999767.978241,14149549.068514,14181195.754298,550765.000000,473895.000000,475004.000000,487521.000000,508310.000000,508735.000000
64,13351960.817771,12969076.195239,12995273.700232,13082577.220576,13039018.368457,13132439.029507,542481.000000,464177.000000,464177.000000,481658.000000,481658.000000,485481.000000
65536,18612066.170931,20687668.243649,20936057.787354,20968453.827714,21011691.093486,20828760.674567,583476.000000,417085.000000,417085.000000,417085.000000,417085.000000,417085.000000
8192,14342932.914463,13993691.316105,14034894.828240,13498168.073771,13509145.987128,13548189.672952,565350.000000,288011.000000,288011.000000,424499.000000,424499.000000,471908.000000
8,13312814.162231,12924986.239229,12929088.367948,12992048.293851,13046879.174154,13055006.917820,531943.000000,461317.000000,461317.000000,468013.000000,485061.000000,485061.000000
